4.682545089268643768e-01,3.664978190238621369e-01,6.730561037190493368e-01,3.991186343787839208e-01,8.296980712516162093e-01
1.828198344755571636e-02,1.095274583909745525e-01,2.602594072679051962e-01,9.028458048948841963e-01,9.001640167317812580e-01
7.172707847289472305e-02,7.436980141060810512e-01,6.352822149990269285e-01,4.495224265190128632e-01,6.463350643313952038e-01
2.220524622703152762e-01,5.840948215254386788e-01,2.459770333426976041e-01,2.217930412692113995e-01,8.815422046940859513e-01
5.809221720290769220e-01,7.170813677716717516e-01,8.431174273702024546e-02,3.564059706267044270e-01,5.458758200382352044e-02
9.761578493369708065e-01,1.949579924163914457e-01,6.773342093547710663e-01,7.003728538471893916e-01,5.876238763947485566e-01
7.922000445437361593e-01,8.034476283425452392e-01,1.121936595922401469e-01,6.979470841806686421e-01,4.639901167571318652e-01
8.213981046038922873e-01,9.651472362463663357e-01,9.222496036380374296e-01,6.286251644008513662e-01,3.871700576289059947e-01
3.693080366274706927e-01,6.222723952524158442e-01,3.751918886237083361e-01,3.334386503377990696e-01,9.923283410227438095e-01
4.654506017477280100e-01,5.600311142859485392e-01,9.993486274816634207e-01,5.560681460719518743e-02,5.593399938929082271e-01
7.858061498104096376e-01,8.726098223942778676e-01,2.967258102470652359e-01,7.541226036329453652e-01,4.921559949899407815e-01
6.680239754133219243e-01,6.102187679478174864e-01,9.140120423340781786e-01,4.955493897790832492e-01,4.715752018655214872e-01
5.575545877079625123e-01,2.766242776404554959e-01,6.279086989891025095e-02,3.022524167154680974e-01,5.434291241581110654e-01
2.950028967300759586e-01,3.291335604146964355e-01,1.566998787268635285e-01,3.008529958728523024e-02,1.903284259697419767e-01
8.114217589341514714e-01,4.730250364737390578e-01,8.703172837103109183e-01,3.594775352024781601e-01,2.469447499220704945e-01
4.180414168582946566e-02,5.633354424196173049e-01,3.960311263989598762e-01,7.908622810894018196e-01,4.467178586516405980e-01
5.584441960583647058e-01,4.101678947817286591e-01,8.200212469189896991e-01,1.425657912120202875e-01,8.841464555128061287e-01
8.488585164357665969e-01,5.273038874446558388e-01,4.918578566000397778e-02,2.699113657178189296e-01,3.749338384587198592e-01
1.035809589890707150e-01,3.287992036086054837e-01,6.271078150571856025e-01,5.463491576151325857e-01,2.169614691119801098e-01
6.275306128319390053e-01,4.204057914152921072e-01,6.692573546517898153e-01,9.339985265536735470e-01,4.356494011284242074e-01
6.047587561961265124e-02,9.074018547351014874e-02,5.370457376719589559e-01,4.627348631675765045e-02,6.857314740550313203e-02
1.647846391501075480e-01,6.414737873899223342e-02,3.085156442393220955e-01,9.752593315192041867e-01,1.260755609446300163e-01
2.521949181171978527e-01,2.790021200531389578e-01,5.783189285591970874e-01,9.307980697992068730e-01,2.734403750972240754e-01
3.110850901681475600e-01,5.455925409656712244e-01,4.844124601281849518e-01,9.899365229183635373e-01,6.983627023975157444e-01
1.856866585388964319e-01,3.168267898215145761e-01,1.166220156310655565e-01,1.831282576203446810e-01,4.269852230273464277e-01
9.798087854985552125e-01,3.304816785828750270e-01,6.018338023649152380e-01,6.184969852431776438e-01,8.337787622220154127e-01
1.199103567969950213e-02,3.970633369817714309e-01,8.947724326539419071e-01,4.873711934778053312e-01,7.627979493816804402e-01
1.900051675520809669e-01,6.195458710510498568e-01,8.904513859272263909e-01,8.663071032009895811e-01,2.561222838597571050e-01
1.382128278789876985e-01,9.386050367773485226e-01,5.003477634627911952e-01,9.075583121663662878e-01,3.760823404705274653e-01
4.539076697238556557e-01,7.609177098536759054e-01,2.953386261162901372e-01,6.200531286823929289e-01,1.027354734295149452e-01
6.298362790033628089e-01,1.232810815958136352e-01,1.888883008630560800e-01,9.499086968465997316e-01,5.725099254476638810e-01
3.240406341707344762e-01,4.194237766427353353e-01,3.374867098720496505e-01,3.434642927503761545e-01,5.016596421345345114e-01
1.877899865258878531e-01,1.323185727825528790e-01,2.283184263687388915e-01,5.693269325646269641e-01,6.944651658550868856e-01
2.564811893669093346e-01,7.501155958624236009e-01,8.974527369045007807e-01,2.592085922052728142e-01,1.606986938769003892e-01
9.184507813213190763e-01,1.788458456171770905e-01,5.322474747592800259e-01,8.988571955796147428e-01,3.487335715021411264e-01
6.237789010626347830e-01,4.833849357965483984e-01,5.651489757006574743e-01,1.726628858684311485e-01,9.273392844529563250e-01
1.450329728412581565e-01,8.439686229486014213e-01,5.609241136583953402e-01,1.844348280181745681e-01,4.679571088501479625e-01
3.861385968478646680e-01,9.524019363146096762e-01,2.265376152038512947e-01,7.390225635534173332e-01,3.203899039845512497e-01
5.537432526774110908e-01,4.576458071783584547e-02,6.293937255237698203e-01,8.406491701523146620e-01,2.620514569193568288e-01
8.116432278461542804e-01,7.329446966416374165e-01,5.257887567690069375e-01,5.649511239775460991e-01,8.180432872016807355e-01
9.587047292130215226e-01,5.155312774682031529e-01,9.128072026334561606e-01,8.492476707261080726e-01,2.621863771778762953e-01
5.489838104341672187e-01,2.673900166602857231e-01,4.576818164393242627e-01,5.012897712636220637e-01,8.428999061248898528e-02
1.358266131861315396e-01,4.762029040531002844e-01,4.756336903658945348e-01,5.851816804029497110e-02,9.317736345386240515e-03
3.795177798912922063e-01,9.977559915785291222e-01,5.043786711700189995e-01,2.104515800328840003e-01,7.606356732156249745e-01
5.836453381518532657e-01,7.177988564002046878e-02,2.565936015597292119e-02,4.890126635507696662e-03,3.463169087216122488e-02
4.208139400920232198e-01,7.784383626313265969e-01,8.868218988233024236e-01,6.601186050562102281e-02,5.073492216697834678e-01
8.285936581143896751e-01,4.168069455084701946e-01,8.387516538694238522e-01,3.569079830986953139e-01,6.315106207061271792e-02
8.300292551363105398e-01,1.295020558969350866e-01,3.676762251394843917e-01,6.874891628353455575e-01,2.516729109240143369e-01
2.065790323697936914e-01,7.056597328284649473e-01,3.696524366293318931e-01,9.170772597125631531e-02,6.935885388632316850e-01
2.218709129850611195e-01,7.756204213713134843e-01,9.304162925672343487e-01,5.458195353226811264e-01,6.173847599614351589e-01
2.761848998326776883e-02,3.118859923929925282e-01,9.007886592427407635e-01,2.664591797571195242e-01,5.609960875103685574e-01
9.316826734848271396e-01,6.894195894239446565e-01,6.123035068517417301e-01,4.902660651700810890e-01,2.059349512249666336e-01
9.247589661258339699e-01,6.120232056370563667e-01,5.923321112392820886e-01,4.607701778713397811e-01,6.216671253104483208e-01
7.340207040184696385e-01,5.323692343368564561e-01,1.808834208877601046e-01,4.223056923500084769e-01,7.436645062111272297e-01
3.620945612147321579e-01,7.864140910011416796e-01,8.847743344334625393e-01,4.743954042059683740e-01,9.060451498997686981e-01
8.748254605735658052e-01,2.069450714597853569e-01,4.690808925622533820e-01,7.679959651002221666e-02,2.553842279635598622e-02
6.660241205349405336e-01,4.292635518387791782e-01,5.490548920267199762e-01,2.153907330794666564e-01,5.669789197555522575e-01
4.976108315265832527e-01,5.205656398579756594e-01,6.585996023268737565e-01,7.347056741473230179e-01,5.298554017066342547e-01
3.666486808020779087e-01,6.582440077996817296e-01,8.964507478324057477e-02,2.814971744773619999e-02,2.047427659984294435e-01
9.887670781170028178e-01,8.846536966378683031e-01,3.059552422451268239e-01,7.819148000422352363e-01,2.309493272777671802e-01
5.483640118845355405e-01,3.972969730793456389e-01,9.752553240340777752e-02,7.043052375851699409e-01,9.625102310061183220e-01
7.855374134645455309e-01,5.473145720543550752e-01,5.009685267643432249e-01,2.686152638897405520e-01,7.165514953038365498e-01
3.839910781055643207e-01,9.899382213341367809e-02,6.464978658256236299e-01,7.702104986089137739e-01,4.554889836970615891e-01
9.578803441159841059e-01,2.707148952344172743e-01,9.071496150605106168e-01,5.683579437518593291e-01,9.455252791427466441e-01
1.799567352423377953e-01,1.060010778896737227e-01,6.850119570716313167e-01,4.117154445343595981e-02,3.414096189594291175e-01
2.590423277685695025e-01,5.411952760431431031e-01,7.167742942356948310e-01,7.360954522250814369e-01,9.951728315538690417e-01
5.058212352750065532e-01,8.353502926274652962e-01,4.906328189475880341e-01,1.492593595974223142e-01,4.923194515133682003e-01
9.061019388609797831e-01,7.420325523568271908e-02,3.714852394212758702e-01,6.080545061335906887e-01,3.709290065241321876e-01
2.488842507886034339e-01,3.090579503042819587e-01,5.087374559965734955e-01,3.585007611531224603e-01,4.977096803133416181e-01
1.007698307921598424e-01,6.380173347644940707e-01,3.521662041475505101e-01,7.147431043915551951e-01,8.373974182536475519e-01
4.319610649934531033e-01,2.026839717524175910e-02,7.870000681849121937e-01,4.570406235030264330e-01,6.376902542762737935e-01
8.349913522583558567e-01,6.037136216803892230e-01,9.176734796273694483e-01,1.247719317291211549e-01,3.287111580010800838e-01
2.362677660791318024e-01,8.765399018196788905e-01,1.561162290600630609e-01,9.647429565012056729e-01,4.790668702159391890e-01
8.281651703592648461e-01,2.604227981841233941e-03,1.105169635997369504e-01,3.521563156855540555e-01,4.551108433995711966e-01
9.208720105439419656e-01,4.405019780146808284e-01,7.383437245750523736e-01,9.841856614152885152e-01,9.042334921688330862e-01
6.603433102569131741e-01,9.499987173578340327e-01,8.879228747209916284e-01,1.516028509965847704e-01,9.316889107115736701e-01
4.864375685877578848e-01,2.975066326289832475e-02,2.349097605663564847e-01,4.215294569438081673e-01,5.757463501338968559e-01
9.569315983850813501e-01,8.211467771544733729e-02,3.513696249099119706e-01,3.499282672897333635e-01,5.929166707080468779e-01
1.321988496217058051e-01,7.935648008362415906e-01,5.635186659173604395e-01,3.641583939514076995e-01,5.385394384751938102e-01
3.435558466009615008e-01,4.772224328950677164e-01,1.094177049378789457e-01,2.144840198985434876e-01,6.159362047589562739e-01
8.076828466309006194e-01,6.804391726535968798e-01,6.381592167865178800e-01,2.941620211716805544e-01,5.595316780749308716e-01
